Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2018,1,2018-01-02 18:00:00,THEFT,$500 AND UNDER,STREET,False,28,,
2018,1,2018-01-01 00:01:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,28,,
2018,1,2018-01-01 00:00:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,28,,
2018,1,2018-01-02 08:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,28,,
2018,1,2018-01-01 00:00:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,28,,
2018,1,2018-01-01 00:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,28,,
2018,1,2018-01-01 00:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,False,28,41.874158475,-87.66924622100001
2018,1,2018-01-01 00:01:00,THEFT,OVER $500,BANK,False,28,,
2018,1,2018-01-05 19:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,28,41.86694623,-87.659760705
2018,1,2018-01-03 15:37:00,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FEDERAL BUILDING,False,28,,
2018,1,2018-01-15 09:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,28,,
2018,1,2018-01-07 04:45:00,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,28,41.880842701,-87.686421355
2018,1,2018-01-05 00:35:00,ROBBERY,ARMED - HANDGUN,STREET,False,28,41.874111716,-87.672081294
2018,1,2018-01-08 09:33:00,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,True,28,41.884163773000004,-87.68651638600001
2018,1,2018-01-06 11:33:00,BATTERY,AGGRAVATED - HANDGUN,STREET,False,28,41.872951274,-87.68904541299999
2018,1,2018-01-22 00:01:00,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,28,41.883074281,-87.65140954299999
2018,1,2018-01-01 02:42:00,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,28,41.884430339,-87.643664854
2018,1,2018-01-01 06:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,28,41.885701149,-87.6437026
2018,1,2018-01-01 09:30:00,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,28,41.875155116,-87.667906709
2018,1,2018-01-01 19:30:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,28,41.861698243,-87.651688112
2018,1,2018-01-01 19:00:00,ASSAULT,SIMPLE,APARTMENT,False,28,41.870283721,-87.68124082700001
2018,1,2018-01-01 18:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.876628485,-87.650097441
2018,1,2018-01-01 21:27:00,ASSAULT,SIMPLE,ALLEY,False,28,41.882105913000004,-87.68462759299999
2018,1,2018-01-01 21:20:00,ROBBERY,ARMED: HANDGUN,STREET,False,28,41.884230364000004,-87.682758922
2018,1,2018-01-01 22:04:00,THEFT,OVER $500,STREET,False,28,41.883811077,-87.671812366
2018,1,2018-01-02 05:18:00,BATTERY,SIMPLE,OTHER,False,28,41.862292376999996,-87.63909003399999
2018,1,2018-01-02 12:47:00,THEFT,OVER $500,SMALL RETAIL STORE,False,28,41.880042178000004,-87.647310685
2018,1,2018-01-02 08:11:00,THEFT,RETAIL THEFT,DRUG STORE,True,28,41.866988841,-87.657205006
2018,1,2018-01-01 22:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,28,41.873913993,-87.684567239
2018,1,2018-01-02 18:01:00,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,28,41.876151431,-87.641007319
2018,1,2018-01-02 17:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,28,41.872566139,-87.684977409
2018,1,2018-01-02 19:45:00,ROBBERY,ARMED: HANDGUN,STREET,False,28,41.883946038000005,-87.682464349
2018,1,2018-01-02 17:00:00,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,28,41.881134558,-87.647339394
2018,1,2018-01-02 20:00:00,ROBBERY,VEHICULAR HIJACKING,STREET,False,28,41.882382128,-87.681551149
2018,1,2018-01-02 20:00:00,THEFT,FROM BUILDING,OTHER,False,28,41.87494711,-87.64244129999999
2018,1,2018-01-03 00:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,28,41.867140998,-87.64769094100001
2018,1,2018-01-02 04:40:00,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,28,41.887481203,-87.645372811
2018,1,2018-01-03 10:20:00,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,True,28,41.868541914,-87.639235361
2018,1,2018-01-03 12:45:00,ASSAULT,SIMPLE,OTHER,False,28,41.874381838000005,-87.64153679200001
2018,1,2018-01-03 14:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,28,41.872060499,-87.68728830399999
2018,1,2018-01-03 17:11:00,BATTERY,SIMPLE,CTA PLATFORM,False,28,41.875229772,-87.68625398200001
2018,1,2018-01-03 09:55:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,28,41.887472275,-87.646173514
2018,1,2018-01-03 17:10:00,ASSAULT,SIMPLE,RESTAURANT,False,28,41.885150434,-87.652125613
2018,1,2018-01-03 20:14:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,28,41.883092377,-87.680012597
2018,1,2018-01-03 12:00:00,THEFT,OVER $500,RESIDENCE,False,28,41.877655043000004,-87.665057046
2018,1,2018-01-03 20:15:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),True,28,41.883952084,-87.682078695
2018,1,2018-01-03 18:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,28,41.88392005,-87.68078636700001
2018,1,2018-01-04 06:39:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,28,41.88518397,-87.670993952
2018,1,2018-01-04 07:00:00,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PRIVATE, BUILDING",False,28,41.869148947,-87.67426556299999
2018,1,2018-01-03 08:45:00,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,False,28,41.872332627,-87.67960814899999
2018,1,2018-01-03 20:45:00,THEFT,OVER $500,STREET,False,28,41.886760977,-87.677525681
2018,1,2018-01-03 20:00:00,THEFT,OVER $500,STREET,False,28,41.881828083,-87.64354595100001
2018,1,2018-01-04 08:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,28,41.884933839,-87.678098895
2018,1,2018-01-03 17:30:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,28,41.885435155,-87.66132561100001
2018,1,2018-01-04 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.868980135,-87.65796237100001
2018,1,2018-01-04 11:03:00,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),True,28,41.870931735,-87.686157813
2018,1,2018-01-04 13:40:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,28,41.869288902,-87.66476970000001
2018,1,2018-01-04 15:45:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,28,41.886801163,-87.64591996
2018,1,2018-01-04 14:50:00,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,28,41.882169699,-87.652043437
2018,1,2018-01-04 15:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,28,41.860295708,-87.659088972
2018,1,2018-01-04 16:59:00,THEFT,OVER $500,APARTMENT,False,28,41.877565108,-87.68479102
2018,1,2018-01-04 13:30:00,THEFT,OVER $500,RESIDENCE,False,28,41.864694124,-87.651546155
2018,1,2018-01-04 07:30:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,28,41.86167498,-87.652855748
2018,1,2018-01-04 17:15:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,28,41.881692165,-87.65250018799999
2018,1,2018-01-04 18:27:00,NARCOTICS,POSS: CRACK,STREET,True,28,41.866604054,-87.68664569100001
2018,1,2018-01-04 16:00:00,THEFT,FROM BUILDING,OTHER,False,28,41.862218265,-87.639087164
2018,1,2018-01-04 16:15:00,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,False,28,41.868655689,-87.676304606
2018,1,2018-01-04 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.878739138,-87.677453482
2018,1,2018-01-04 20:30:00,THEFT,FROM BUILDING,DEPARTMENT STORE,False,28,41.868385458,-87.639229711
2018,1,2018-01-04 18:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,28,41.861678755999996,-87.642000459
2018,1,2018-01-05 04:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,28,41.883780892,-87.671812677
2018,1,2018-01-05 08:15:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,28,41.864493678,-87.639158
2018,1,2018-01-05 09:00:00,BATTERY,SIMPLE,STREET,False,28,41.889054749,-87.641900009
2018,1,2018-01-05 09:00:00,THEFT,$500 AND UNDER,APARTMENT,False,28,41.863375747,-87.65645745100001
2018,1,2018-01-05 10:59:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,False,28,41.868541914,-87.639235361
2018,1,2018-01-05 10:47:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,28,41.870244483,-87.68692108
2018,1,2018-01-05 12:10:00,THEFT,FROM BUILDING,OTHER,False,28,41.878840427,-87.639582928
2018,1,2018-01-04 10:30:00,THEFT,$500 AND UNDER,ALLEY,False,28,41.861485351999995,-87.645897498
2018,1,2018-01-04 20:18:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,28,41.868541914,-87.639235361
2018,1,2018-01-05 09:57:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,OTHER COMMERCIAL TRANSPORTATION,True,28,41.874363279,-87.643013039
2018,1,2018-01-05 04:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,28,41.869072823,-87.67870881200001
2018,1,2018-01-02 15:55:00,THEFT,$500 AND UNDER,STREET,False,28,41.87798283,-87.644365761
2018,1,2018-01-03 21:16:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,28,41.868219921,-87.664046556
2018,1,2018-01-05 09:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,28,41.865072790999996,-87.66696863899999
2018,1,2018-01-05 18:55:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SPORTS ARENA/STADIUM,False,28,41.881348623,-87.674525788
2018,1,2018-01-05 17:53:00,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,DEPARTMENT STORE,False,28,41.868541914,-87.639235361
2018,1,2018-01-05 18:30:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,28,41.887676641,-87.648687002
2018,1,2018-01-05 05:00:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,False,28,41.883780892,-87.671812677
2018,1,2018-01-05 15:00:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,28,41.881949766,-87.64736739700001
2018,1,2018-01-05 13:30:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,28,41.862699418000005,-87.645623846
2018,1,2018-01-03 19:00:00,THEFT,OVER $500,STREET,False,28,41.881348623,-87.674525788
2018,1,2018-01-04 20:30:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,28,41.868385458,-87.639229711
2018,1,2018-01-05 15:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,False,28,41.874133594,-87.670164416
2018,1,2018-01-05 13:00:00,THEFT,FROM BUILDING,RESTAURANT,False,28,41.882450699,-87.641211065
2018,1,2018-01-05 22:15:00,THEFT,$500 AND UNDER,STREET,False,28,41.869750819000004,-87.63992721
2018,1,2018-01-05 21:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.876108306,-87.68486082700001
2018,1,2018-01-05 23:59:00,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,False,28,41.868998803000004,-87.684525154
2018,1,2018-01-05 23:30:00,BATTERY,SIMPLE,STREET,False,28,41.87760556,-87.667877617
2018,1,2018-01-05 16:00:00,THEFT,OVER $500,STREET,False,28,41.884429302,-87.643492265
2018,1,2018-01-06 02:20:00,BATTERY,AGGRAVATED: HANDGUN,ALLEY,False,28,41.877567291999995,-87.684691856
2018,1,2018-01-06 01:59:00,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,False,28,41.878851273,-87.657043254
2018,1,2018-01-05 12:47:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,APARTMENT,False,28,41.861559271,-87.65976218
2018,1,2018-01-06 03:20:00,BURGLARY,UNLAWFUL ENTRY,OTHER,True,28,41.888099034,-87.639960193
2018,1,2018-01-05 15:30:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,28,41.886046359,-87.648652995
2018,1,2018-01-06 10:55:00,THEFT,RETAIL THEFT,DRUG STORE,True,28,41.883490965,-87.641243905
2018,1,2018-01-05 20:45:00,ASSAULT,SIMPLE,SIDEWALK,False,28,41.885105137,-87.646823184
2018,1,2018-01-06 12:20:00,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,28,41.866332671,-87.63921520299999
2018,1,2018-01-06 14:15:00,ASSAULT,SIMPLE,HOTEL/MOTEL,False,28,41.874400423000004,-87.640067886
2018,1,2018-01-06 14:50:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,28,41.877847257,-87.65338922299999
2018,1,2018-01-06 14:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,28,41.87014233,-87.662880989
2018,1,2018-01-06 15:15:00,ASSAULT,SIMPLE,HOTEL/MOTEL,False,28,41.883771514,-87.64271714200001
2018,1,2018-01-06 11:15:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,28,41.872949539000004,-87.68922534299999
2018,1,2018-01-06 14:31:00,CRIMINAL TRESPASS,TO LAND,LIBRARY,False,28,41.869453571,-87.654480496
2018,1,2018-01-06 18:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.882185345,-87.67976111
2018,1,2018-01-05 17:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,28,41.887676641,-87.648687002
2018,1,2018-01-06 16:02:00,BURGLARY,HOME INVASION,APARTMENT,False,28,41.871846166,-87.653023249
2018,1,2018-01-06 14:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,28,41.865223035999996,-87.657458571
2018,1,2018-01-06 02:00:00,THEFT,OVER $500,RESIDENCE,False,28,41.877646013,-87.647237171
2018,1,2018-01-05 19:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,28,41.887676641,-87.648687002
2018,1,2018-01-06 09:30:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,28,41.884536105,-87.646660348
2018,1,2018-01-06 21:13:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,28,41.881822548,-87.686448194
2018,1,2018-01-06 19:30:00,THEFT,FROM BUILDING,BAR OR TAVERN,False,28,41.884295746999996,-87.646850211
2018,1,2018-01-06 19:30:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,28,41.876070277,-87.686877063
2018,1,2018-01-06 23:58:00,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,28,41.885280845,-87.686545515
2018,1,2018-01-06 21:42:00,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,28,41.879086132,-87.68637664799999
2018,1,2018-01-05 18:10:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,28,41.881847601,-87.641772074
2018,1,2018-01-07 01:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,28,41.874400423000004,-87.640067886
2018,1,2018-01-07 10:00:00,THEFT,$500 AND UNDER,CTA TRAIN,False,28,41.871572705,-87.670077068
2018,1,2018-01-05 17:36:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,28,41.868541914,-87.639235361
2018,1,2018-01-06 18:30:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,28,41.882139971,-87.68240189
2018,1,2018-01-07 15:55:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,28,41.867168508,-87.64586598700001
