Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2010,1,2010-01-05 01:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,36,41.823125769,-87.60272595100001
2010,1,2010-01-04 22:00:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,36,41.829329244,-87.606845621
2010,1,2010-01-05 14:00:00,THEFT,FROM BUILDING,APARTMENT,False,36,41.822103405,-87.603353926
2010,1,2010-01-10 13:30:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,36,41.829983038,-87.60999375700001
2010,1,2010-01-10 21:30:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,36,41.823125769,-87.60272595100001
2010,1,2010-01-10 10:30:00,BATTERY,SIMPLE,RESIDENCE,False,36,41.819050091,-87.60222566
2010,1,2010-01-11 17:29:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,36,41.830763231999995,-87.60794853200001
2010,1,2010-01-06 12:30:00,THEFT,OVER $500,RESIDENCE,False,36,41.830109680999996,-87.610058377
2010,1,2010-01-12 23:50:00,ASSAULT,AGG PO HANDS NO/MIN INJURY,CHA HALLWAY/STAIRWELL/ELEVATOR,True,36,41.823125769,-87.60272595100001
2010,1,2010-01-14 02:30:00,ASSAULT,SIMPLE,APARTMENT,False,36,41.82485163,-87.61136132600001
2010,1,2010-01-07 18:00:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,36,41.819956184,-87.604893465
2010,1,2010-01-13 15:00:00,BATTERY,SIMPLE,STREET,False,36,41.830676853,-87.610352872
2010,1,2010-01-08 13:00:00,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,36,41.820982288,-87.601400234
2010,1,2010-01-11 01:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,36,41.823125769,-87.60272595100001
2010,1,2010-01-16 07:30:00,THEFT,OVER $500,STREET,False,36,41.822073733,-87.603434976
2010,1,2010-01-16 22:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,36,41.825501742,-87.61219054600001
2010,1,2010-01-16 04:25:00,THEFT,OVER $500,SIDEWALK,False,36,41.830654831,-87.61034211200001
2010,1,2010-01-16 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,36,41.820138037,-87.605008801
2010,1,2010-01-17 21:15:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,36,41.824426184000004,-87.60008423299999
2010,1,2010-01-18 07:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,36,41.820045406,-87.606414944
