Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2004,1,2004-01-01 09:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,3,,
2004,1,2004-01-01 09:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,3,,
2004,1,2004-01-03 23:40:48,BATTERY,SIMPLE,APARTMENT,True,3,41.954621476,-87.64630191
2004,1,2004-01-01 02:00:00,THEFT,$500 AND UNDER,STREET,False,3,41.967584732,-87.67098681
2004,1,2004-01-01 00:45:00,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,3,41.958474197,-87.65087832
2004,1,2004-01-01 17:04:00,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,3,41.966395372,-87.653426546
2004,1,2004-01-01 09:00:00,BATTERY,SIMPLE,APARTMENT,False,3,41.965916369,-87.66249915600001
2004,1,2004-01-01 17:11:15,BATTERY,SIMPLE,SIDEWALK,False,3,41.962004259000004,-87.654752754
2004,1,2004-01-01 21:09:53,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,3,41.965426344,-87.655227542
2004,1,2004-01-01 21:35:00,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,3,41.955720029,-87.645988645
2004,1,2004-01-01 13:30:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,False,3,41.967004323000005,-87.658498114
2004,1,2004-01-02 00:54:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,False,3,41.957408125,-87.65621697899999
2004,1,2004-01-01 01:43:25,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,3,41.969762615,-87.65483589200001
2004,1,2004-01-01 07:30:00,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,3,41.966057848,-87.66937002799999
2004,1,2004-01-01 01:10:24,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,3,41.967992628000005,-87.674152275
2004,1,2004-01-01 19:15:00,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,3,41.965455324000004,-87.65316812100001
2004,1,2004-01-01 15:30:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,False,3,41.965793534,-87.658863885
2004,1,2004-01-02 11:00:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,3,41.96491786,-87.650000625
2004,1,2004-01-01 14:30:00,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,3,41.961379358,-87.65488439399999
2004,1,2004-01-02 13:15:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,3,41.96137851,-87.65474101
2004,1,2004-01-02 11:59:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,3,41.955672666,-87.64862515
2004,1,2004-01-02 11:10:00,THEFT,$500 AND UNDER,CHA HALLWAY/STAIRWELL/ELEVATOR,False,3,41.974187006,-87.656355545
2004,1,2004-01-02 02:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,3,41.965913763,-87.663933219
2004,1,2004-01-01 04:27:22,THEFT,POCKET-PICKING,CTA TRAIN,False,3,41.973263481,-87.65843572200001
2004,1,2004-01-03 14:15:00,THEFT,POCKET-PICKING,CTA BUS,False,3,41.969642445,-87.667589797
2004,1,2004-01-02 21:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,3,41.96175704,-87.656571704
2004,1,2004-01-03 14:30:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,3,41.965961631999996,-87.654791654
2004,1,2004-01-03 18:00:00,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,3,41.97094395,-87.65972152299999
2004,1,2004-01-03 13:30:00,THEFT,$500 AND UNDER,OTHER,False,3,41.961801971999996,-87.65303049200001
2004,1,2004-01-03 12:29:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,3,41.96137851,-87.65474101
2004,1,2004-01-02 20:54:31,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,3,41.966653193,-87.654795347
2004,1,2004-01-03 07:54:50,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,3,41.964203256,-87.66519759999998
2004,1,2004-01-03 01:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,3,41.962382833,-87.669279496
2004,1,2004-01-04 00:05:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,3,41.965450685,-87.653311573
2004,1,2004-01-04 01:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,3,41.961818424,-87.651640495
2004,1,2004-01-03 13:59:49,BATTERY,SIMPLE,RESTAURANT,False,3,41.973264086,-87.65853868399999
2004,1,2004-01-04 02:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,3,41.976414059,-87.653823823
2004,1,2004-01-03 21:00:00,THEFT,$500 AND UNDER,STREET,False,3,41.965250246,-87.668282675
2004,1,2004-01-03 15:35:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,3,41.963653562,-87.65105469299999
2004,1,2004-01-03 14:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,3,41.967981646,-87.66277901299999
2004,1,2004-01-03 20:00:00,THEFT,$500 AND UNDER,STREET,False,3,41.967734576,-87.65761525200001
2004,1,2004-01-02 18:00:00,THEFT,OVER $500,STREET,False,3,41.964104403,-87.662363735
2004,1,2004-01-04 21:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,3,41.975252673,-87.65697679799999
2004,1,2004-01-02 21:00:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,3,41.967938133000004,-87.664257676
2004,1,2004-01-02 12:00:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,3,41.955732726,-87.654580321
2004,1,2004-01-03 18:00:00,THEFT,OVER $500,RESIDENCE-GARAGE,False,3,41.957867498,-87.64853547700001
2004,1,2004-01-04 13:00:00,ASSAULT,SIMPLE,OTHER,False,3,41.963599382,-87.655342514
2004,1,2004-01-04 18:31:42,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,True,3,41.967189655,-87.66015084700001
2004,1,2004-01-05 01:40:57,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,3,41.966393303000004,-87.65354055600001
2004,1,2004-01-03 12:30:00,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,3,41.965249692,-87.66818707899999
2004,1,2004-01-04 16:20:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,3,41.965249692,-87.66818707899999
2004,1,2004-01-04 17:30:00,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,3,41.970281428,-87.657654526
2004,1,2004-01-03 00:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,3,41.973622988,-87.661245182
2004,1,2004-01-04 23:00:00,THEFT,$500 AND UNDER,STREET,False,3,41.966022154,-87.669366722
2004,1,2004-01-05 00:00:00,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,3,41.966669657,-87.65479517200001
2004,1,2004-01-05 13:10:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,3,41.96794593,-87.662772034
2004,1,2004-01-02 15:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,3,41.962547424,-87.665012674
2004,1,2004-01-05 13:30:00,THEFT,OVER $500,OTHER,False,3,41.958954963000004,-87.654671132
2004,1,2004-01-03 20:48:35,ASSAULT,SIMPLE,RESIDENCE,False,3,41.954621476,-87.64630191
2004,1,2004-01-05 12:00:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,3,41.965393249,-87.65799298399999
2004,1,2004-01-05 17:04:03,ASSAULT,SIMPLE,OTHER,True,3,41.969065115999996,-87.65661570200001
2004,1,2004-01-05 03:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,3,41.966039519,-87.670947661
2004,1,2004-01-03 00:30:00,THEFT,$500 AND UNDER,STREET,False,3,41.967050933,-87.669789935
2004,1,2004-01-05 23:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,3,41.964945322,-87.650004008
2004,1,2004-01-01 00:20:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,3,41.974025065,-87.656349905
2004,1,2004-01-05 21:15:18,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,3,41.973885119,-87.657748827
2004,1,2004-01-05 02:00:00,BATTERY,SIMPLE,RESIDENCE,True,3,41.974325858,-87.670747803
2004,1,2004-01-06 10:30:00,THEFT,$500 AND UNDER,STREET,False,3,41.963933323,-87.67404336700001
