Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2011,1,2011-01-01 13:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,71,,
2011,1,2011-01-11 13:40:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,71,,
2011,1,2011-01-01 12:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,71,,
2011,1,2011-01-01 00:01:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,71,,
2011,1,2011-01-01 00:48:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,71,41.730812113,-87.640177864
2011,1,2011-01-01 04:28:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,71,41.747792514000004,-87.650025076
2011,1,2011-01-01 02:15:00,BATTERY,SIMPLE,SIDEWALK,False,71,41.750185415,-87.644029945
2011,1,2011-01-01 00:01:00,ASSAULT,SIMPLE,APARTMENT,False,71,41.756062272,-87.646998026
2011,1,2011-01-01 00:00:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,71,41.747890336,-87.663373975
2011,1,2011-01-01 03:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,71,41.752133217,-87.64163799
2011,1,2011-01-01 04:30:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,71,41.750229101,-87.673438518
2011,1,2011-01-01 00:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,71,41.735909041999996,-87.655016663
2011,1,2011-01-01 11:25:00,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,71,41.751719202,-87.66346975799999
2011,1,2011-01-01 04:00:00,THEFT,OVER $500,STREET,False,71,41.744504299999996,-87.649935354
2011,1,2011-01-01 11:00:00,THEFT,FROM BUILDING,APARTMENT,False,71,41.750034354,-87.640359566
2011,1,2011-01-01 08:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,71,41.756062009000004,-87.646954048
2011,1,2011-01-01 09:49:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,False,71,41.742433848000005,-87.663236494
2011,1,2011-01-01 18:00:00,BATTERY,SIMPLE,RESIDENCE,False,71,41.742259353,-87.65594283700001
2011,1,2011-01-01 13:44:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,71,41.748582349,-87.66016393299999
2011,1,2011-01-01 18:42:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,71,41.747858984000004,-87.664587265
2011,1,2011-01-01 20:40:00,ROBBERY,AGGRAVATED,STREET,False,71,41.751935361,-87.64892568399999
2011,1,2011-01-01 13:00:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,71,41.755277699000004,-87.646588579
2011,1,2011-01-01 20:25:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,71,41.752896509,-87.67199657200001
2011,1,2011-01-01 20:51:00,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),True,71,41.756770198000005,-87.65390643100001
2011,1,2011-01-01 23:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,71,41.746939976,-87.64787939600001
2011,1,2011-01-02 05:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.751186527,-87.671948159
2011,1,2011-01-02 12:45:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,71,41.750130532,-87.644030532
2011,1,2011-01-02 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,71,41.74844993,-87.669953402
2011,1,2011-01-01 19:55:00,CRIMINAL TRESPASS,TO LAND,SIDEWALK,True,71,41.736016065,-87.647618185
2011,1,2011-01-02 16:25:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,71,41.749851448,-87.64279852899999
2011,1,2011-01-02 16:25:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,71,41.750620044,-87.64557546299999
2011,1,2011-01-02 13:40:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,71,41.74384068,-87.676369431
2011,1,2011-01-02 17:13:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,71,41.753109854,-87.65865802100001
2011,1,2011-01-02 18:25:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,71,41.736058798,-87.644668315
2011,1,2011-01-02 20:21:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,71,41.728845824000004,-87.637682204
2011,1,2011-01-02 20:05:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.751770335,-87.65255922
2011,1,2011-01-02 19:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.751621178,-87.668326581
2011,1,2011-01-02 22:15:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,71,41.749814869,-87.64401925
2011,1,2011-01-02 20:35:00,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),True,71,41.744544863,-87.64386309
2011,1,2011-01-01 01:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.744250384000004,-87.660854108
2011,1,2011-01-01 17:00:00,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,71,41.750304129,-87.667416675
2011,1,2011-01-03 11:00:00,THEFT,$500 AND UNDER,STREET,False,71,41.743864086,-87.67470559200001
2011,1,2011-01-01 04:35:00,ASSAULT,AGG PRO.EMP: HANDGUN,STREET,True,71,41.747792514000004,-87.650025076
2011,1,2011-01-03 12:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE-GARAGE,False,71,41.742336808000005,-87.658378735
2011,1,2011-01-03 10:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.746212551999996,-87.66697525
2011,1,2011-01-01 09:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,False,71,41.736272399,-87.64413477
2011,1,2011-01-03 08:30:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,71,41.752190866999996,-87.662468031
2011,1,2011-01-03 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,71,41.74247966,-87.64866334700001
2011,1,2011-01-03 13:18:00,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,71,41.739004946,-87.64491897
2011,1,2011-01-03 15:12:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,71,41.746679356,-87.66607629100001
2011,1,2011-01-02 16:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,71,41.748832746,-87.64316124700001
2011,1,2011-01-03 17:10:00,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,True,71,41.749241885,-87.662194572
2011,1,2011-01-02 00:01:00,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,71,41.751181487,-87.67681131200001
2011,1,2011-01-03 16:18:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,71,41.736969712,-87.659446178
2011,1,2011-01-03 15:00:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,71,41.755320928,-87.653859412
2011,1,2011-01-03 12:28:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,71,41.738807569,-87.66070937399999
2011,1,2011-01-01 03:00:00,THEFT,FROM BUILDING,RESIDENCE,False,71,41.735371783000005,-87.63994931100001
2011,1,2011-01-03 19:30:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,71,41.745776719,-87.67181313399999
