Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2012,1,2012-01-08 16:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,33,41.866342973,-87.621618551
2012,1,2012-01-01 00:11:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,33,41.862859101,-87.62405074600001
2012,1,2012-01-01 16:30:00,THEFT,POCKET-PICKING,CTA TRAIN,False,33,41.865319225,-87.62737539700001
2012,1,2012-01-02 03:00:00,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,33,41.852905207,-87.62798175200001
2012,1,2012-01-01 10:30:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,33,41.855190551,-87.623871195
2012,1,2012-01-02 19:00:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,33,41.866810739,-87.625817031
2012,1,2012-01-02 19:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,33,41.855190551,-87.623871195
2012,1,2012-01-04 01:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,33,41.86661375,-87.62413407
2012,1,2012-01-04 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,33,41.853930752,-87.623841071
2012,1,2012-01-04 14:15:00,THEFT,POCKET-PICKING,CHA PARKING LOT/GROUNDS,False,33,41.850601381,-87.62820159399999
2012,1,2012-01-03 16:00:00,THEFT,POCKET-PICKING,CTA BUS,False,33,41.866421775999996,-87.613129624
2012,1,2012-01-05 10:24:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,33,41.866843668,-87.625816668
2012,1,2012-01-05 19:00:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,33,41.861322963,-87.627272516
2012,1,2012-01-05 21:30:00,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,False,33,41.866996231,-87.62741936
2012,1,2012-01-06 16:40:00,CRIMINAL DAMAGE,TO STATE SUP PROP,PARK PROPERTY,True,33,41.86341068,-87.630296587
2012,1,2012-01-07 02:01:00,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,False,33,41.853853291,-87.625519384
2012,1,2012-01-07 08:45:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,33,41.858669158000005,-87.62948954299999
2012,1,2012-01-07 13:43:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,False,33,41.867081407,-87.619003708
2012,1,2012-01-07 21:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,33,41.857561639000004,-87.619451045
2012,1,2012-01-08 01:00:00,BATTERY,SIMPLE,SIDEWALK,False,33,41.853853291,-87.625519384
2012,1,2012-01-08 05:00:00,THEFT,$500 AND UNDER,CTA TRAIN,False,33,41.866996231,-87.62741936
2012,1,2012-01-07 11:00:00,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,False,33,41.847193979000004,-87.61770919700001
2012,1,2012-01-08 14:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,33,41.854292832,-87.623370902
2012,1,2012-01-08 15:00:00,BURGLARY,FORCIBLE ENTRY,OTHER,False,33,41.856230779,-87.623896406
2012,1,2012-01-06 17:30:00,THEFT,FROM BUILDING,OTHER,False,33,41.859989233,-87.622375476
2012,1,2012-01-08 21:25:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,33,41.860647967,-87.622393876
