Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2002,1,2002-01-01 00:00:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,37,,
2002,1,2002-01-02 12:00:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,37,41.79935597,-87.63196171
2002,1,2002-01-03 07:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,37,41.81691816,-87.63356767299999
2002,2,2002-02-16 01:28:48,ARSON,BY FIRE,ABANDONED BUILDING,False,37,41.797551553000005,-87.633077929
2002,2,2002-02-14 02:49:00,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,37,41.806922998000005,-87.632583418
2002,3,2002-03-01 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,37,41.797133544,-87.63428537
2002,3,2002-03-02 17:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,37,41.818715942,-87.633614136
2002,3,2002-03-17 06:13:20,NARCOTICS,POSS: CRACK,STREET,True,37,41.80171934,-87.63070362100001
2002,4,2002-04-17 22:23:00,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,37,41.801372167,-87.633172034
2002,4,2002-04-07 03:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,37,41.823556849,-87.631367455
2002,4,2002-04-08 19:00:00,ASSAULT,SIMPLE,SIDEWALK,True,37,41.818181518,-87.63418124100001
2002,4,2002-04-13 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,37,41.818181004,-87.63409687
2002,4,2002-04-24 05:45:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,37,41.797516931,-87.63190108100001
2002,4,2002-04-24 21:15:00,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,37,41.816321863,-87.63118967700001
2002,4,2002-04-22 17:09:01,NARCOTICS,POSS: CRACK,STREET,True,37,41.80959259,-87.63338697299999
2002,4,2002-04-20 10:15:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,True,37,41.804901836,-87.63325831
2002,4,2002-04-22 14:05:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,True,37,41.80171934,-87.63070362100001
2002,4,2002-04-25 08:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,37,41.81691816,-87.63356767299999
2002,4,2002-04-19 13:34:30,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,37,41.795613794,-87.633029346
